114,120,155,0
123,122,155,0
133,113,155,0
108,138,155,0
131,124,155,1
102,160,155,1
90,175,155,0
119,164,155,1
159,126,155,1
170,115,155,1
121,172,155,0
152,159,155,1
196,119,155,1
83,222,155,0
188,164,155,1
183,170,155,0
177,178,155,0
77,241,155,1
213,144,155,0
226,132,155,0
83,249,155,0
187,185,155,1
91,252,155,1
117,242,155,1
90,260,155,0
189,208,155,0
190,219,155,0
188,230,155,0
158,254,155,0
193,242,155,1
148,272,155,0
177,259,155,1
201,248,155,1
85,313,155,0
70,317,155,1
198,262,155,0
97,323,155,0
202,271,155,1
182,286,155,0
146,310,155,0
146,324,155,1
151,331,155,0
111,347,155,0
159,331,155,0
132,345,155,0
103,355,155,1
117,354,155,0
203,313,155,0
254,286,155,0
171,346,155,0
115,375,155,0
214,329,155,0
146,370,155,0
112,383,155,1
194,358,155,0
390,120,155,1
235,335,155,0
112,395,155,1
153,382,155,1
171,377,155,1
146,388,155,0
294,297,155,0
237,348,155,0
303,295,155,0
332,265,155,0
218,365,155,0
155,397,155,0
128,407,155,1
144,403,155,0
214,372,155,1
350,262,155,1
233,371,155,0
192,397,155,1
340,287,155,0
395,217,155,0
202,403,155,0
414,181,155,0
317,322,155,0
182,414,155,1
392,227,155,0
388,236,155,1
422,171,155,0
400,227,155,0
397,246,155,1
363,294,155,1
407,231,155,1
347,314,155,0
417,217,155,0
315,351,155,0
424,219,155,0
350,331,155,1
302,378,155,0
437,208,155,0
414,263,155,1
306,385,155,0
356,347,155,0
399,305,155,1
442,239,155,0
392,322,155,0
354,367,155,0
446,260,155,0
420,302,155,0
454,249,155,0
411,319,155,0
399,341,155,0
379,370,155,1
395,362,155,0
449,296,155,0
378,409,155,0
428,361,155,0
393,399,155,1
432,372,155,0
152,184,332,0
168,171,332,0
150,193,332,0
172,184,332,1
187,180,332,0
127,230,332,1
154,219,332,1
176,223,332,0
226,186,332,1
222,192,332,0
142,264,332,0
106,292,332,0
186,251,332,0
153,273,332,0
166,281,332,1
195,263,332,1
265,195,332,0
270,189,332,0
279,190,332,1
285,185,332,0
158,306,332,0
180,301,332,0
139,326,332,0
277,221,332,0
178,308,332,0
289,211,332,0
214,287,332,0
167,317,332,0
186,313,332,0
302,205,332,1
297,230,332,0
335,184,332,1
141,356,332,0
238,304,332,1
191,340,332,0
305,247,332,0
319,239,332,0
188,353,332,1
212,347,332,0
214,356,332,0
350,234,332,0
356,227,332,0
356,250,332,0
300,338,332,0
292,348,332,0
298,358,332,1
372,285,332,0
395,268,332,1
323,358,332,0
391,292,332,0
347,344,332,0
357,341,332,1
374,324,332,0
347,361,332,0
358,365,332,0
115,157,199,0
166,118,199,1
92,186,199,1
96,192,199,1
115,184,199,0
183,117,199,0
161,147,199,0
136,174,199,0
157,156,199,1
174,151,199,1
76,221,199,0
188,142,199,0
110,210,199,1
103,214,199,0
163,180,199,1
193,148,199,1
124,212,199,0
168,187,199,0
188,175,199,0
167,200,199,0
147,217,199,1
178,198,199,1
225,145,199,0
80,258,199,0
103,253,199,0
80,276,199,0
73,278,199,0
71,286,199,0
116,273,199,0
136,274,199,0
169,259,199,0
89,299,199,1
102,307,199,0
156,286,199,0
305,124,199,0
166,287,199,0
114,318,199,0
153,305,199,0
206,282,199,0
144,326,199,0
97,345,199,0
123,337,199,0
131,334,199,0
158,341,199,0
350,139,199,0
107,366,199,1
125,361,199,0
141,361,199,1
155,357,199,0
365,138,199,0
232,317,199,0
110,379,199,0
377,126,199,0
162,365,199,0
253,309,199,0
236,327,199,0
376,164,199,0
214,351,199,1
195,362,199,0
388,139,199,0
358,207,199,0
157,387,199,1
370,198,199,0
187,377,199,0
235,353,199,0
368,212,199,0
215,368,199,0
376,202,199,0
395,164,199,0
388,184,199,0
310,302,199,0
200,392,199,0
329,295,199,0
323,308,199,0
350,279,199,0
179,412,199,0
394,217,199,0
371,260,199,0
174,419,199,1
347,296,199,0
392,234,199,0
380,261,199,0
385,267,199,0
296,364,199,0
309,358,199,1
434,189,199,0
416,228,199,0
321,354,199,0
436,197,199,0
406,279,199,1
429,244,199,0
439,230,199,0
394,310,199,0
334,376,199,1
404,308,199,0
426,280,199,1
367,356,199,0
378,346,199,0
417,307,199,1
362,373,199,0
374,385,199,1
395,369,199,1
363,403,199,1
424,340,199,1
371,404,199,0
408,375,199,1
437,346,199,0
375,413,199,0
384,410,199,0
401,397,199,0
