97,94,121,0
90,102,121,1
88,114,121,1
109,105,121,0
81,129,121,1
62,148,121,0
142,89,121,0
50,168,121,0
162,97,121,0
173,86,121,1
110,167,121,1
179,94,121,0
47,206,121,1
161,138,121,1
86,195,121,1
69,202,121,0
95,193,121,0
128,173,121,1
150,163,121,0
191,120,121,0
159,193,121,0
46,250,121,1
199,160,121,1
31,255,121,0
168,198,121,0
129,228,121,1
177,194,121,0
96,245,121,1
84,250,121,1
155,218,121,1
52,266,121,0
186,201,121,0
114,251,121,0
160,227,121,0
96,262,121,1
34,283,121,0
188,215,121,0
86,273,121,1
203,202,121,1
42,284,121,0
153,247,121,0
170,238,121,1
193,227,121,0
111,281,121,1
86,293,121,0
41,303,121,0
71,299,121,0
159,265,121,1
199,244,121,0
137,287,121,1
57,314,121,0
145,285,121,0
39,318,121,0
113,300,121,1
142,293,121,0
208,253,121,0
59,323,121,1
42,326,121,0
63,330,121,0
185,289,121,1
49,341,121,0
178,301,121,0
185,297,121,0
206,305,121,0
128,349,121,1
253,275,121,0
193,321,121,1
205,318,121,1
219,312,121,1
126,360,121,0
225,318,121,0
195,338,121,0
161,366,121,0
201,354,121,1
119,390,121,1
187,374,121,0
195,370,121,1
160,395,121,1
372,223,121,0
198,387,121,0
352,269,121,0
399,209,121,0
421,172,121,0
353,289,121,0
350,300,121,0
431,172,121,0
439,151,121,1
365,297,121,0
403,247,121,1
383,289,121,1
418,250,121,0
449,189,121,0
366,322,121,1
340,350,121,0
358,342,121,1
470,161,121,0
338,367,121,1
355,351,121,1
402,302,121,1
339,376,121,0
351,366,121,0
425,292,121,1
378,351,121,1
431,287,121,0
486,181,121,0
352,383,121,1
484,199,121,0
384,357,121,0
337,403,121,0
448,277,121,0
344,399,121,0
485,219,121,0
352,400,121,1
418,334,121,0
392,365,121,0
381,381,121,1
490,236,121,0
441,319,121,0
482,253,121,0
475,272,121,1
390,393,121,1
430,353,121,0
129,140,290,0
101,167,290,0
119,164,290,1
161,137,290,0
170,132,290,0
131,194,290,0
170,161,290,0
87,223,290,1
167,173,290,0
112,220,290,0
139,211,290,1
133,226,290,1
111,239,290,1
122,239,290,0
69,268,290,0
156,233,290,1
225,168,290,0
108,260,290,1
90,267,290,0
99,269,290,0
211,197,290,1
220,187,290,1
112,278,290,0
179,248,290,0
177,256,290,1
265,166,290,0
183,268,290,0
189,273,290,0
82,322,290,0
145,302,290,1
175,286,290,0
136,325,290,1
297,191,290,0
144,325,290,1
310,177,290,1
315,170,290,0
182,311,290,0
304,196,290,1
128,345,290,1
164,331,290,0
173,329,290,1
205,312,290,0
335,184,290,0
137,357,290,0
145,359,290,1
207,329,290,0
139,366,290,0
307,249,290,0
371,156,290,0
231,333,290,0
146,380,290,0
324,251,290,0
179,370,290,1
365,190,290,1
348,226,290,1
191,371,290,1
373,195,290,0
201,371,290,1
328,266,290,1
398,185,290,0
397,196,290,0
381,232,290,0
383,240,290,0
389,231,290,0
345,296,290,0
374,274,290,0
352,304,290,0
315,346,290,0
309,353,290,0
398,262,290,0
339,336,290,1
431,209,290,0
430,218,290,0
322,360,290,0
388,296,290,0
415,275,290,1
435,251,290,0
398,310,290,0
415,292,290,0
444,247,290,0
355,366,290,1
377,355,290,0
365,370,290,1
400,352,290,0
386,369,290,1
101,116,163,0
101,126,163,0
69,150,163,1
55,165,163,0
134,136,163,0
169,92,163,0
101,165,163,0
66,183,163,1
96,171,163,1
137,153,163,0
146,149,163,0
56,208,163,1
118,188,163,0
86,207,163,0
144,174,163,0
156,168,163,0
96,211,163,0
199,125,163,0
157,177,163,0
183,161,163,1
115,216,163,1
181,169,163,1
145,202,163,1
192,160,163,0
85,241,163,0
190,172,163,0
170,198,163,0
154,214,163,0
167,226,163,0
63,282,163,1
54,293,163,1
127,271,163,0
92,289,163,1
177,247,163,0
59,304,163,1
139,279,163,0
41,314,163,0
149,281,163,0
119,299,163,1
202,251,163,0
150,291,163,0
108,310,163,1
123,312,163,0
164,300,163,0
182,295,163,0
164,312,163,0
220,277,163,0
68,354,163,0
175,321,163,1
126,350,163,0
220,302,163,0
110,358,163,0
220,310,163,0
120,362,163,1
160,350,163,0
147,369,163,0
176,357,163,1
168,361,163,0
130,385,163,1
151,385,163,1
178,374,163,0
173,396,163,0
309,308,163,0
316,303,163,0
418,156,163,1
361,266,163,0
432,155,163,1
389,249,163,0
429,175,163,0
443,140,163,0
300,356,163,0
449,132,163,0
326,336,163,0
313,351,163,1
395,262,163,0
357,319,163,0
461,147,163,0
386,297,163,0
355,336,163,0
425,248,163,0
379,317,163,1
455,197,163,0
431,255,163,0
412,285,163,0
457,207,163,0
463,199,163,0
442,243,163,1
457,217,163,1
369,352,163,1
467,215,163,1
438,271,163,0
386,347,163,0
413,320,163,0
437,294,163,1
463,252,163,0
391,354,163,0
345,399,163,0
442,288,163,0
460,262,163,0
476,234,163,0
419,326,163,0
436,308,163,0
397,362,163,0
393,383,163,0
447,323,163,0
377,407,163,0
445,339,163,0
385,409,163,0
